2.18621	-18.7201
1.58379	-0.766676
-0.829074	-5.59031
1.27584	-2.7044
-6.89097	-4.60794
-2.49945	-6.2277
-1.43934	0.168297
4.59919	-3.32947
-0.00271505	-7.72628
2.62744	-3.69508
-0.880228	-7.68625
-0.323743	-2.11026
4.29177	-6.62348
-13.5194	-18.6483
-11.6636	-17.9784
-11.6134	-22.1234
-8.53669	-19.0129
-8.5766	-22.4663
-5.36008	-20.8119
0.718085	-12.7138
0.411417	-14.024
2.09563	-15.2179
3.02096	-15.7459
4.76681	-15.5481
6.37055	-15.1712
6.9789	-16.014
6.87724	-13.7329
9.29024	-18.4086
8.63999	-18.2619
3.57247	-10.215
1.59236	-18.7414
1.73055	-24.906
1.46594	-25.1258
1.04903	-30.175
-0.321912	-26.4429
-2.84065	-29.8081
-2.6397	-25.1023
-2.37164	-29.0892
4.04908	-21.6817
0.634971	-28.1837
-0.581906	-27.2922
-2.84806	-24.2454
-3.69583	-26.7099
-4.02947	-26.2258
-3.36855	-25.0908
-0.435866	-26.2089
6.93533	-27.0047
0.877722	-17.7415
-1.10097	-16.696
-0.744356	-21.8367
-0.438018	-23.9551
0.269506	-20.6755
3.57036	-23.9423
2.80536	-22.1152
2.83021	-7.98381
0.369175	-18.1151
0.0120545	-11.8645
-2.57633	-14.9935
-0.950018	-16.5252
-0.728284	-18.609
-3.95561	-20.5085
-4.71	-12.2912
-7.81365	-12.9428
-4.32926	-10.5666
-1.6789	-15.0906
-3.94775	-17.4621
-3.33898	-20.3132
-5.48557	-17.9606
-5.95964	-21.974
-2.61054	-24.4187
-1.57992	-26.8706
1.21511	-20.566
-4.35691	-18.3513
-4.13988	-11.6609
-4.81683	-12.6342
-5.94396	-10.1266
-2.85403	-10.2556
1.86756	-5.8514
-1.95885	-0.843771
-10.5332	-4.72421
-4.41003	-2.38894
0.271449	-8.38277
0.522719	-9.61019
2.24774	-6.34942
3.36297	-18.3241
2.92892	-14.5273
1.75771	-15.5274
-2.29343	-14.1908
1.2277	-17.2917
2.60087	-20.8433
0.975448	-14.2453
-1.67024	-11.8503
1.05706	-11.3103
2.73758	-3.76576
0.369339	-0.515338
-10.3741	-13.3793
-9.5329	-3.7074
-10.8323	-4.507
-10.1839	-1.83258
-13.5513	-2.93291
-11.852	-12.5258
0.895468	-10.7879
-1.30147	-9.69041
4.87883	-6.40835
5.84467	-7.44025
6.29796	1.81057
-0.701865	-0.240659
7.09491	-0.485296
6.08672	4.98242
1.20795	0.292968
1.03891	-7.90818
1.58417	-18.3105
5.72931	-14.0308
3.85522	-5.70707
-1.49766	-7.3157
-1.52262	-23.653
-4.93536	-22.3942
-3.6101	-18.9922
-3.07396	-22.2902
-3.71315	-23.7637
-5.79033	-19.2571
-6.30959	-10.1805
-10.051	-5.61782
-7.41816	-3.72428
-10.0327	-0.291074
-8.94923	3.17227
-10.1478	0.229199
-13.7509	-1.4072
-7.87655	2.62041
3.28321	-4.85439
-0.523047	-5.22708
-1.06109	-5.2828
5.5361	-4.70047
3.94176	4.03322
5.9731	-0.497998
5.06079	-5.35041
4.92177	-3.73647
6.11289	-9.66643
10.7679	-2.98618
6.85308	-13.0525
-3.76252	-19.1698
-5.72762	-9.95989
-5.38341	-5.53266
-2.32976	2.40277
-5.80694	-0.96005
-5.97348	-0.977532
-7.78602	0.0863611
4.24429	2.82924
-2.06545	0.0456454
-5.14884	6.95398
-1.00618	5.21818
1.30467	5.6869
5.35958	6.96373
0.645116	5.24849
4.79818	0.195546
1.84351	-5.59771
4.14318	-7.19931
-0.0924511	-4.63644
3.85187	0.545318
2.39538	-0.554737
-1.31499	-8.58906
-0.0771362	-5.91641
1.59355	-7.57629
0.100508	-1.72265
-0.437237	-1.75128
1.85189	-5.05249
1.8867	-0.911325
3.56088	1.67801
1.35287	-7.04827
4.45853	-7.06632
4.47814	-8.01057
4.55825	-3.84462
5.01025	-2.5063
-0.751948	1.86667
-6.86035	-16.3321
2.74246	-20.7622
-5.85885	-18.5951
-4.32237	-9.40945
-4.68423	-8.23706
-4.66033	-13.0784
-5.68396	-15.0029
-5.96357	-17.838
-3.42652	-18.2458
-5.13603	-21.8907
-2.32234	-21.4061
-1.71109	-26.3305
-0.339679	-28.8921
-0.151355	-26.3178
3.15465	-29.7584
4.34809	-25.4275
4.26579	-30.5959
3.16766	-22.9475
0.0321663	-27.2941
-1.1987	-23.943
-2.84602	-29.0326
-2.69409	-25.9396
-4.31368	-21.2374
-6.80617	-11.5952
-13.8337	-8.60712
-16.1868	-7.43041
-16.4033	-10.2541
-10.9698	-12.3994
-3.18338	-12.8061
-4.87553	4.61921
1.42037	-8.0691
-2.63635	-8.30803
-0.332757	-9.77297
-2.51582	-11.4658
0.698144	-15.8936
-0.526967	-18.4804
-2.11372	-20.1143
-4.0068	-19.7563
-3.58752	-19.2991
-4.37866	-15.5157
-5.24634	-13.7541
